C,epsilon,error_ma,error_ms,Actual Values,Predctied values
3000,0.4,2.3012023451249775,5.295532233208696,[192.434],[190.13279765]
3000,0.2,2.1846979615136775,4.772905183042018,[206.586],[208.77069796]
3000,0.2,0.24066498412861392,0.05791963458562599,[206.586],[206.82666498]
3000,0.2,2.047828195942401,4.193600320096708,[206.586],[204.5381718]
3000,0.2,3.6942138254208317,13.647215787930415,[206.586],[202.89178617]
3000,0.1,3.440200469851277,11.834979272764947,[206.586],[210.02620047]
3000,0.5,4.902015119062838,24.029752227520653,[206.586],[201.68398488]
2000,0.5,4.862448458978349,23.643405016220925,[206.586],[201.72355154]
2000,0.2,6.596504562307757,43.513872440547054,[206.586],[199.98949544]
2000,0.3,4.582037230197358,20.995065178914675,[210.41],[214.99203723]
3000,0.2,0.7854810876282841,0.616980539021712,[209.8],[209.01451891]
3000,0.2,0.11294482843268838,0.012756534269689415,[208.572],[208.45905517]
3000,0.2,1.129022405905431,1.274691593036488,[209.3],[210.42902241]
3000,0.2,1.592611481968163,2.536411332496828,[211.9],[210.30738852]
3000,0.2,2.1995932200294135,4.838210333599364,[213.3],[211.10040678]
3000,0.2,1.8002956563812234,3.2410644503851,[211.3],[213.10029566]
3000,0.2,1.7190802369767084,2.955236861163896,[206.44],[208.15908024]
3000,0.5,3.124355699467884,9.76159853679745,[215.85],[212.7256443]
3000,0.5,4.0593279717457165,16.47814358219719,[207.],[211.05932797]
3000,0.1,2.3987146722695627,5.753832078961276,[209.2],[206.80128533]
2000,0.3,5.77767092942085,33.38148136867479,[205.6],[211.37767093]
3000,0.2,0.7472694259892307,0.5584115950182744,[213.4],[212.65273057]
3000,0.2,0.7315386730143132,0.5351488301155423,[216.],[215.26846133]
3000,0.2,1.4812650587537348,2.1941461742847053,[219.575],[221.05626506]
3000,0.2,0.054878570061134724,0.0030116574519548724,[215.329],[215.38387857]
3000,0.2,0.20999719338087175,0.04409882122784325,[215.329],[215.53899719]
3000,0.2,0.6566616051717347,0.43120446370671917,[215.329],[215.98566161]
3000,0.2,2.5520673390179525,6.513047702882172,[215.329],[217.88106734]
3000,0.2,3.2473254095819186,10.545122315716375,[233.103],[229.85567459]
3000,0.2,20.530868346892277,421.5165550774232,[229.03],[208.49913165]
2000,0.3,7.2262422917305855,52.2185776587957,[229.436],[222.20975771]
3000,0.2,6.056369374040372,36.67960999481417,[229.436],[235.49236937]
3000,0.2,3.113431475596826,9.693455553237031,[233.05],[236.16343148]
3000,0.2,3.0526671176455977,9.31877653115468,[232.5],[235.55266712]
