No.,Hydrocarbon,SMILES,HeatCapacity,Entropy,MW,AMW,nTA,RBF,nDB,nTB,max_conj_path,ZM1V,Xt,BLI,PJI2,S3K,PW2,PW3,PW4,PW5,MAXDN,MAXDP,DELS,Psi_i_A,Psi_i_0d,Psi_i_1s,BAC,MPC08,piPC06,X3A,X4A,X2Av,X3Av,X4Av,IDDE,IVDE,Ges,rGes,Yindex,IC1,IC2,TIC1,SIC5,CIC4,CIC5,SpPosA_A,VE1sign_A,ChiA_X,SpPosA_X,SpMax_X,J_Dz(Z),SpMAD_B(m),SpDiam_B(s),EE_B(s),ATS5e,ATSC4s,ATSC5s,ATSC6s,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS1s,MATS3s,GATS2s,GATS5s,GATS6s,GATS7s,GATS8s,GGI3,GGI6,GGI10,JGI3,JGI7,JGI8,JGI9,SpMax1_Bh(s),SpMax2_Bh(s),P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_5,P_VSA_MR_6,P_VSA_MR_7,P_VSA_s_4,Eta_sh_y,Eta_sh_x,SpMaxA_EA,SpMax_EA(dm),Chi0_EA(dm),SM03_EA(dm),SM06_EA(dm),SM12_AEA(bo),SM13_AEA(bo),SM14_AEA(bo),SM15_AEA(bo),SM02_AEA(dm),SM08_AEA(dm),SM09_AEA(dm),SM11_AEA(dm),SM13_AEA(ri),Eig02_EA(dm),Eig03_EA(dm),Eig04_EA(dm),Eig05_EA(dm),Eig06_EA(dm),Eig07_EA(dm),Eig08_EA(dm),Eig02_AEA(bo),Eig09_AEA(bo),Eig10_AEA(bo),MEcc,SPH,ASP,PJI3,DISPm,QXXm,VE1sign_G,SpPosA_RG,VE1_RG,VE1sign_RG,WiA_G/D,VE1sign_G/D,TDB03u,TDB04u,TDB05u,TDB04v,TDB05v,TDB02p,TDB02i,TDB04s,TDB05s,RDF020u,RDF040u,RDF045u,RDF055u,RDF060u,RDF070u,RDF080u,RDF085u,RDF095u,RDF105u,RDF120u,RDF130u,RDF155u,RDF030m,RDF035m,RDF040m,RDF045m,RDF055m,RDF060m,RDF070m,RDF085m,RDF105m,RDF110m,Mor06u,Mor07u,Mor08u,Mor10u,Mor11u,Mor12u,Mor13u,Mor15u,Mor24u,Mor25u,Mor26u,Mor30u,Mor31u,Mor32u,Mor04m,Mor09m,Mor11m,Mor15m,Mor18m,Mor20m,Mor26m,Mor32m,Mor08v,Mor10v,Mor13v,Mor16v,Mor20v,Mor23v,Mor24v,Mor25v,Mor29v,Mor07p,Mor16p,Mor18p,Mor20p,Mor30p,Mor09i,Mor12i,Mor08s,Mor11s,Mor13s,Mor16s,Mor27s,G1u,G2u,G3u,E1u,E2u,E3u,E2m,E3m,E2p,E1s,Dm,Dp,ISH,H0u,H5u,H7u,HATS1u,HATS2u,HATS3u,HATS5u,H0m,HATS1m,HATS2m,HATS5m,HATS2v,HATS3p,HATS4i,R3u,R4u,R3u+,R5u+,R7u+,R1m,R2m,R1m+,R2m+,R3m+,R4m+,R6v+,R7v+,R4p+,R5p+,R2s+,R4s+,R5s+,R6s+,SHP2,nCt,nR#CH/X,PDI,DLS_01,DLS_02,DLS_05,LLS_01,CATS3D_05_LL,CATS3D_10_LL,CATS3D_15_LL,CATS3D_18_LL
11,(Z)-but-2-ene,C\\C=C/C,80.15,301.17,56.12,4.676666667,2,0,1,0,0,20,0.8493218,1.488033872,0.5,3.45496514,0.416666667,0.166666667,0,0,0,0,0,2,0.177075834,0.125,8,0,0,0.5,0,0.333333333,0.333333333,0,1,1,1,0.25,3.132402278,1.79248125,1.79248125,21.509775,0.139471473,2.223308334,3.084962501,0.559016994,0,0.997737175,0.375,1,2.549193338,1.307399487,4.030012512,4.316934419,2.195321118,2,1,0,-0.25,0.5,0,0,0,-0.181818182,-0.15625,1.145833333,0,0,0,0,0,0,0,0,0,0,0,4.472282014,3.708867693,0,18.95249495,0,0,18.95249495,36.60290347,0,0,0.471404521,0,0.857492926,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,0,0,0.999170134,0.768017341,0.324413207,0.492028163,2.06198227,3.059808669,0,0.452409689,3.158792524,0,0.964771639,0.113420449,2.89648475,3.526006441,3.398800011,0.549305652,0.235807249,0.810978552,2.575675756,5.096319735,3.398800011,2.219229352,0.8085707,0.000312496,0,0,0,0,0,0,0,0,0,0,0.064314592,0.117649492,0.055478451,2.21E-06,0,0,0,0,0,0,-0.756629981,-0.261485974,1.54728817,0.106860948,-0.800040634,-0.680795151,0.846838515,0.317807903,-0.225087341,0.187305551,0.297489281,0.002662767,0.40825273,0.034679808,-0.249629071,-0.107373683,0.045927609,0.104433643,-0.04180878,0.040109667,0.033369184,0.036938309,0.195119012,0.012560137,0.091279856,-0.122632198,0.146059146,-0.067610082,-0.056896487,0.027571882,-0.117441302,0.254406812,-0.130563794,-0.12261199,0.218706415,-0.012821698,0.108952995,-0.745798486,2.394415176,-0.800336674,1.22196658,-0.533175138,0.362955869,1,0.218104292,1,0.559154478,0.494904786,0.333333333,0.161030889,0.015548154,0.322589932,0.446353189,0.141499079,0.288957763,0.5,3,0.556719463,0,0.258988711,0.951275985,0.965215081,1.025796209,0.360769542,0.040537214,0.041519098,0.007255262,0.130881592,0.198298508,1.162956648,1.303141032,0.854655889,0.132300887,0.166924424,0,0.278296511,0.141241237,0.059087247,0.034858147,0.033219952,0.005755087,0,0,0.026051861,0.024192772,0.214788595,0.136862943,0.166924424,0,0.504693231,0,0,0.799242167,1,0.5,0.5,1,0,0,0,0
12,(E)-2-butene,C\\C=C\\C,87.67,296.48,56.12,4.676666667,2,0,1,0,0,20,0.8493218,1.488033872,0.5,3.45496514,0.416666667,0.166666667,0,0,0,0,0,2,0.177075834,0.125,8,0,0,0.5,0,0.333333333,0.333333333,0,1,1,1,0.25,3.132402278,1.79248125,1.79248125,21.509775,0.139471473,2.223308334,3.084962501,0.559016994,0,0.997737175,0.375,1,2.549193338,1.307399487,4.030012512,4.316934419,2.195321118,2,1,0,-0.25,0.5,0,0,0,-0.181818182,-0.15625,1.145833333,0,0,0,0,0,0,0,0,0,0,0,4.472282014,3.708867693,0,18.95249495,0,0,18.95249495,36.60290347,0,0,0.471404521,0,0.857492926,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,0,0,0.999676949,0.810230357,0.7052822,0.633648784,0,1.276194393,0,0.45368704,3.124828612,0,1.008199919,0,2.90010094,3.659299429,4.758341428,0.671896083,0.330131635,0.810972739,2.575666276,5.813791497,4.758341428,2.220613423,0.260323969,1.832517354,0.621553758,0,0,0,0,0,0,0,0,0,0.028872549,0.008307712,0.093521293,0.100225402,0.004396132,0,0,0,0,0,-0.874208389,0.043701149,1.288636576,-0.368885891,-0.723777687,-0.473659196,0.641818936,0.064166445,-0.267022462,0.285451235,0.222575944,0.168803646,0.228706455,0.097315387,-0.397123288,-0.092497695,0.051197243,0.073841845,-0.013346873,0.024493571,0.030712052,0.041280159,0.134474857,-0.031431127,0.045019568,-0.073759295,0.119380576,-0.03974395,-0.080011914,0.043054501,-0.133833748,0.362074711,-0.072193669,-0.093665897,0.19065038,0.034574178,0.721744452,-0.487154578,1.919509183,-0.793843157,0.854736818,-0.248638706,0.359070987,1,1,1,0.652030052,0.440480362,0.333333333,0.048498645,0.015548154,0.217491658,0.528606554,0.124330658,0.279947672,0.5,3,0.169691024,0,0.229760166,0.91713848,0.835090634,1.1851492,0.269156476,0.025426024,0.022792743,0.008382335,0.095688152,0.157021725,1.158072399,1.154103004,0.921615788,0.116914323,0.094417218,0,0.194051942,0.096942264,0.035552013,0.021942425,0.024599031,0.003988492,0,0,0.018686645,0.013684122,0.233232858,0.128933446,0.094417218,0,0.555676388,0,0,0.799242167,1,0.5,0.5,1,0,0,0,0
13,Butyne,CCC#C,81.36,290.23,54.1,5.41,2,0,0,1,0,30,0.8493218,1.349335306,0.5,3.672848082,0.416666667,0.166666667,0,0,0.652777778,0.777777778,1.555555556,2.5,0.2146242,0.104828484,8,0,0,0.5,0,0.278838768,0.204124145,0,1,1,4,1,3.132402278,2.160964047,2.646439345,21.60964047,0.256863624,1.339874369,2.468645607,0.559016994,0,0.997737175,0.375,1,2.433096301,1.548783652,5.163763138,5.446334421,1.297725878,5.28,1.08,0,-0.444444444,0.666666667,0,0,0,-0.001248439,-0.114088159,0.577849117,0,0,0,0,0,0,0,0,0,0,0,5.430252515,3.925296667,2.534531739,0,0,23.3212463,17.03057378,8.825204262,0,0,0.471404521,0,1.643989873,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1.688892183,0,0,0.999596986,0.735564052,0.621162277,0.617340732,4.733281265,1.587491725,0.250590925,0.452979182,2.629744899,0.158397597,1.046848365,0.032938864,2.948039476,4.058931234,4.764953267,0.798308653,0.330590361,0.90558224,2.589567776,10.56614816,4.764953267,1.186680451,0.059775164,2.506726235,0.987953161,4.56E-12,0,0,0,0,0,0,0,0,0.017372373,1.101918537,0.000430237,0.15075954,0.006987605,0,0,0,0,0,-1.194870639,0.718767217,0.544305974,-0.115364643,-0.613633555,-0.43610758,0.297512078,-0.120720219,-0.088963416,0.215174341,0.01653716,0.125795729,0.151923563,0.08429106,-0.373169433,0.011521331,0.00227313,-0.001505812,0.0588291,0.00955257,-0.059678318,0.016084831,0.083710405,-0.035711733,0.054925448,-0.073096331,0.0684673,0.036244849,-0.034118094,0.07687597,-0.071538533,0.472272969,-0.066504338,-0.041956043,0.110822647,0.031468626,0.660290986,-0.445331259,1.594174384,-1.206106145,0.85174639,-0.405284875,0.189407802,0.313169708,0.231378213,1,0.402002121,0.527010519,0.4,0.094130751,0.013942464,0.274061591,0.461995375,0.12406021,0.250782628,1,3,0,0,0.2879064,0.928968697,1.450014234,0.502065275,0.439150031,0.044472791,0.045996617,0.003551012,0.132672426,0.295869083,0.974937295,1.399664308,0.488716459,0.195184593,0.103420245,0,0.283368899,0.136616807,0.09047356,0.045711533,0.038947892,0.007275614,0,0,0.032934913,0.014988954,0.282756628,0.346045837,0.103420245,0,0.541812874,0,1,0.795952864,1,0.5,0,1,0,0,0,0
14,2-butyne,CC#CC,77.79,283.19,54.1,5.41,2,0,0,1,0,34,0.8493218,1.25,0.5,3.672848082,0.416666667,0.166666667,0,0,0.180555556,0.180555556,0.722222222,2.25,0.203631034,0.099380799,8,0,0,0.5,0,0.25,0.25,0,1,1,2,0.5,3.132402278,1.370950594,1.370950594,13.70950594,0.13310925,2.415363119,2.879748738,0.559016994,0,0.997737175,0.375,1,2.82584011,1.399690887,4.560036455,4.860472291,2.195321118,1.5,2.25,0,-1,0.666666667,0,0,0,0.138888889,-0.982142857,1.125,0,0,0,0,0,0,0,0,0,0,0,4.784233042,3.688164456,0,0,0,0,34.06114755,17.65040852,0,0,0.471404521,0,0.581238194,0,0,0,0,0,0,0,0,0,0,-2.449489743,0,0,0,0,0,0,0,1,0,0,0.999758677,0.812563888,0.877723494,0.654929795,0,0.532916163,0,0.440592134,2.874050762,0,1.081859398,0.062029357,3.313946434,4.597626099,5.055789026,1.211014714,0.350768418,0.831752455,2.579081934,9.195252198,5.055789026,2.105676326,0.248478241,2.31329786,0.010685991,0,0,0,0,0,0,0,0,0,0.019813826,1.79E-05,0.248478241,0.194548771,7.56E-05,0,0,0,0,0,-0.945032842,-0.063772029,0.943450517,-0.492722318,-0.343173573,-0.445500014,0.392567122,0.109553828,-0.149636258,0.09264883,0.200360829,0.02249713,0.193247961,0.029822346,-0.298190323,-0.008503126,0.103171085,0.049091184,0.058958687,0.036613441,-0.049448942,0.039637061,0.208734692,-0.18413507,0.042322727,-0.092897563,0.09402517,0.121172692,-0.013397618,0.033093324,-0.013240491,0.260867166,-0.114825947,-0.043735053,0.134861482,-0.018112176,0.782550857,-0.485739796,2.04681685,0.077506504,0.644586182,-0.637193426,-0.099246079,1,1,1,0.811113129,0.4,0.399994963,0.013942464,0.013941559,0.146799896,0.531626681,0.108845234,0.275001259,0.5,3,0.206612875,0,0.268427681,1.323677026,0.030819412,1.950752907,0.226369972,0.023989007,0.012506239,0.013797305,0.097425537,0.017385997,0.322288616,0.136649629,0.275234522,0.023200876,0.094007938,0,0.141257251,0.046111489,0.01850396,0.010293964,0.023200876,0.003857884,0,0,0.017463693,0.013624804,0.261556938,0.09174517,0.094007938,0,0.579813842,0,0,0.795952864,1,0.5,0,1,0,0,0,0
15,"buta-1,2-diene",CC=C=C,79.48,292.58,54.1,5.41,2,0,2,0,0,30,0.8493218,1.219578794,0.5,3.753363799,0.416666667,0.166666667,0,0,0.236111111,0.298611111,0.708333333,2.375,0.2146242,0.100503782,8,0,0,0.5,0,0.24639964,0.204124145,0,1,1,4,1,3.132402278,2.370950594,2.646439345,23.70950594,0.296657624,1.339874369,2.336452798,0.559016994,0,0.997737175,0.375,1,3.108612297,1.485873973,4.607990422,4.945006313,1.844023504,3.4925,1.815,0,-0.523809524,0.666666667,0,0,0,-0.122807018,-0.248803828,0.794994479,0,0,0,0,0,0,0,0,0,0,0,4.944323015,3.896988787,15.76692,9.476247473,0,15.76692,25.89421068,18.30145174,0,0,0.471404521,1.450689491,2.604230887,0,2.977635782,0,0,0,0,0,0,0,0,-2.449489743,0,-1.450689491,0,0,0,0,0,1.554958132,0,0,0.999567613,0.75483452,0.662645588,0.576299196,2.596338773,1.375625106,0.126506926,0.447975669,2.598502858,0.198871162,1.04424785,0.003552737,3.060744371,4.048723353,4.590568649,0.848929055,0.318491633,0.904364747,2.578288119,8.697079375,4.590568649,2.540032744,1.878811787,2.538247238,0.000101487,0,0,0,0,0,0,0,0,0,0.011336777,0.294960432,0.01442112,0.062000968,7.18E-07,0,0,0,0,0,-0.834942623,0.279622367,0.91263311,-0.378610675,-0.260607719,-0.322252878,0.295673851,0.162081227,-0.219674965,0.146068418,0.291582318,0.03797435,0.177621453,0.199676135,-0.438557186,-0.131876895,0.071211332,-0.010419797,-0.041404166,-0.007411926,0.079767368,0.028619931,0.157952959,-0.142271876,0.032802219,-0.024755146,0.06071162,-0.054406785,-0.10121433,0.022712185,-0.127123766,0.446731364,-0.046399388,-0.116260376,0.105536428,0.019055084,0.349856168,-0.358842375,2.016152583,-0.094665801,0.571208603,-0.234712413,0.208741042,0.231378213,0.231378213,1,0.625295391,0.294012005,0.399018149,0.052348971,0.01390824,0.152429338,0.496454169,0.115156414,0.246350779,0.75,3,0.353471431,0,0.302487081,0.859426894,0.828440992,1.098439176,0.372337996,0.040297945,0.037033475,0.007769052,0.113537119,0.178102584,1.066085941,0.837493955,0.534005858,0.170432516,0.115820113,0,0.256286379,0.117647752,0.060196714,0.04187261,0.031312209,0.005669386,0,0,0.025663914,0.016786097,0.261028513,0.202237304,0.115820113,0,0.545903643,0,0,0.804005003,1,0.5,0,1,0,0,0,0
16,"buta-1,3-diene",C=CC=C,79.81,278.83,54.1,5.41,2,0.111111111,2,0,4,26,0.8493218,1.149829914,0.5,3.852271674,0.416666667,0.166666667,0,0,0.361111111,0.361111111,1.444444444,2.5,0.22568237,0.1,8,0,0,0.5,0,0.23570226,0.166666667,0,1,1,2,0.5,3.132402278,1.370950594,1.921928095,13.70950594,0.159176003,1.864385619,2.793156857,0.559016994,0,0.997737175,0.375,1,2.732050808,1.594472636,4.329722778,4.965288827,1.514676353,4.8,1.44,0,-0.166666667,0.666666667,0,0,0,-0.444444444,0.145833333,0.9375,0,0,0,0,0,0,0,0,0,0,0,4.893610497,4.375991783,31.53383999,18.95249495,0,31.53383999,18.95249495,18.95249495,0,0,0.471404521,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,2,0,0,1,0.999999038,0.720406936,0.601013476,0.004248974,1.062305122,3.52E-07,0.457898275,2.996276649,2.06E-05,1.02867453,3.02E-07,2.929673866,3.661526106,4.820554578,0.664319284,0.334447956,0.987987477,2.56711844,7.89081467,4.820554578,3.07656584,1.525246523,3.165113587,0.901719423,0,0,0,0,0,0,0,0,0,0.011536655,0.29555565,0.127746563,0.174566209,0.00637769,0,0,0,0,0,-1.466238258,0.822390006,0.964561334,-0.369696677,-0.158138533,-0.289718272,-0.059391547,0.160266347,-0.329754611,0.353053433,0.215941509,0.024799189,0.117751063,0.253008152,-0.427208528,-0.185637809,0.060113339,0.058364484,-0.104135329,0.08741004,0.034571916,0.015364765,0.132791277,-0.095054891,-0.08983383,0.003835561,0.162718396,-0.082653498,-0.099210353,0.100521352,-0.089230799,0.573898934,-0.004434279,-0.153254665,0.214688792,0.020678259,0.091680607,-0.320154862,2.123996903,-0.192444068,-0.33409885,-0.169848481,0.063048503,1,1,1,0.57039201,0.477476344,0.247079077,0.038007591,0,0.202659967,0.480298474,0.102209692,0.204209462,0.5,2,0,0,0.156641356,0.293264328,0.518025187,0.325333457,0.306029961,0.021446585,0.019299378,0.002301022,0.051457736,0.110146524,0.624642555,0.808792741,0.555874685,0.11660584,0.064544785,0,0.188959318,0.091608486,0.047055041,0.025772918,0.030936077,0.003849964,0,0,0.017427838,0.009354636,0.255559223,0.13733521,0.064544785,0,0.539381666,0,0,0.804005003,1,0.666666667,0,1,0,0,0,0
17,Pentyne,CCCC#C,107.631,330.12,68.13,5.240769231,2,0.083333333,0,1,0,34,0.693468346,1.38700148,1,3.558441558,0.433333333,0.2,0.066666667,0,0.583333333,0.889027778,1.951388889,2.3,-0.119645044,0.060522753,9,0,0,0.353553391,0.353553391,0.318041382,0.197168784,0.144337567,1.521928095,0.970950594,5,1,2.340376531,2.188787068,3.026986833,28.45423188,0.474967051,0.958102094,1.942852776,0.546410162,0.154700538,0.996285961,0.341421356,1,2.483699565,1.410938868,5.398283665,5.4888219,1.878116733,7.25,4.5,0.75,0.04,-0.458333333,0.625,0,0,0.057017544,-0.062200957,0.568421053,2.947368421,0,0,0,0.125,0,0,0.0625,0,0,0,5.42873881,4.055551912,5.069063478,0,0,23.3212463,17.03057378,8.825204262,0,0,0.404508497,0,1.643989873,0,0,-1.618033989,0,0,0,0,0,0,0.732050808,-0.834999618,0,0,0,0,0,0,0,2.219686871,0,0,0.999781894,0.767368556,0.757421689,0.780456454,5.598165804,1.840711783,0.250931162,0.454351472,2.666784332,0.210561272,1.029223489,0.03463946,2.915536652,3.740802774,5.127136486,0.877477127,1.065739163,0.935758613,2.587698403,8.862902953,14.13415286,1.56445306,1.076687118,1.930819742,0.230792578,0.490679566,2.28E-08,0,0,0,0,0,0,0,0.037217184,1.138416151,0.100558986,0.102407051,0.019409656,0.04060644,1.61E-10,0,0,0,-1.27002741,0.636003459,0.783291322,-0.08657731,-0.755360947,-0.558570754,0.304488592,-0.239670877,-0.140623932,0.274581839,0.026639691,0.159242945,0.186260318,0.153132838,-0.456479357,0.02672631,0.012986491,0.008812265,0.088277983,-0.017271441,-0.046142039,0.020219606,0.088929362,0.003894568,0.075771733,-0.111562903,0.073198128,0.036150974,-0.069647191,0.077660099,-0.097135683,0.458997972,-0.09968054,-0.031806222,0.139310693,0.030094564,0.769080631,-0.524366516,2.141592181,-1.300773233,1.054468279,-0.48039831,0.335734893,0.212746054,0.329095606,1,0.408750946,0.543484901,0.461538462,0.08634332,0.01714319,0.279334601,0.548431446,0.148234709,0.276533644,0.827729377,3,0.090206765,0,0.222895823,0.716421412,1.334107946,0.415807152,0.456480433,0.040791666,0.041109209,0.017034616,0.111826155,0.277670723,1.506333764,1.797419597,1.098392473,0.138300451,0.077495321,0,0.308995092,0.158793534,0.101762827,0.039155753,0.024927638,0.024564021,0.003612121,0,0.026654931,0.017146362,0.234934521,0.280062318,0.180156158,0.052063189,0.56182228,0,1,0.813804597,1,0.666666667,0,1,0,0,0,0
18,"2-methylbuta-1,3-diene",CC(=C)C=C,102.69,314.96,68.13,5.240769231,3,0.083333333,2,0,4,34,0.74706802,1.162857612,0.5,3.480519481,0.516666667,0.2,0,0,0.648148148,0.555555556,2.032407407,2.333333333,-0.128464808,0.056459909,13,0,0,0.40824829,0,0.262619204,0.174230856,0,1.921928095,1.370950594,5,1,3.915562797,2.28778372,2.719294526,29.74118836,0.356468874,1.242751303,2.381348139,0.522625186,0.283227249,0.997210283,0.315470054,1,3.204805418,1.412188169,4.789153728,5.056405555,2.289486925,8.731144247,2.629875082,0,-0.10625,0.625,0,0,0,-0.454369683,-0.179377604,0.590437419,0,0,0,0,0,0,0,0,0,0,0,4.870751639,4.381351795,31.53383999,9.476247473,3.185574951,34.71941494,9.476247473,18.30145174,0.2,0,0.542521622,0,2.42535625,0,0,-1.481194304,0,0,0,0,0,0,0.384106321,-1.342923083,0,0,0,0,0,0,0,2.182644324,0,0,0.999903896,0.912655519,0.316143741,0.601011286,1.701228818,4.987190527,0.039380261,0.451079719,2.982216428,0.245240263,0.994223796,0.091623695,3.024835446,3.607343863,4.019523803,0.570966606,0.278872793,1.025767537,2.564370108,6.590714925,4.019523803,3.14296667,5.21048387,3.25750688,0.901513719,0,0,0,0,0,0,0,0,0,0.386985144,0.511093204,0.291177684,0.175215201,0.006376235,0,0,0,0,0,-1.469052678,0.648402957,1.147808684,-0.427066794,-0.370510143,-0.416708607,0.053184066,0.052916185,-0.253808783,0.228138822,0.406771561,0.043365137,0.200484014,0.312943637,-0.31156717,-0.172143585,0.067278213,0.07577739,-0.146579314,0.046364395,0.038312839,0.035040763,0.086117233,-0.074592092,-0.166124754,-0.041248953,0.11869824,-0.062495859,-0.10879076,0.092178666,-0.142626771,0.596056189,-0.041774854,-0.272909414,0.166947662,0.036876341,0.444668899,-0.486698788,2.297662988,-0.794152463,-0.529310363,-0.410252627,0.0874241,0.212746054,0.212746054,1,0.485816942,0.573453333,0.153846154,0.161749292,0.005714397,0.345776833,0.43525399,0.133032134,0.252323218,0.827729377,3,0.147151077,0,0.264489883,0.854728515,0.499087595,0.858569819,0.416842412,0.03080232,0.035471076,0.006072501,0.095371535,0.184697872,2.025823299,0.934438875,1.441116711,0.099473803,0.138372073,0,0.230086508,0.154278601,0.062048861,0.042678629,0.035612427,0.008086808,0,0,0.036606988,0.020054609,0.357183109,0.288471141,0.138372073,0,0.609752416,0,0,0.820578785,1,0.666666667,0,1,0,0,0,0
19,"(3E)-penta-1,3-diene",C/C=C/C=C,101.92,315.97,68.13,5.240769231,2,0.083333333,2,0,4,32,0.693468346,1.23919892,1,3.480519481,0.433333333,0.2,0.066666667,0,0.25,0.463611111,0.927222222,2.2,-0.121619384,0.055901699,9,0,0,0.353553391,0.353553391,0.253828561,0.164266427,0.136082763,1.521928095,0.970950594,5,1,2.340376531,2.28778372,3.026986833,29.74118836,0.551890128,0.80425594,1.658203567,0.546410162,0.154700538,0.996285961,0.341421356,1,2.924418198,1.406143062,4.4762416,4.885409273,2.316876108,4.307692308,3.692307692,1.278106509,-0.117857143,-0.1875,0.625,0,0,-0.25122549,-0.012254902,0.955882353,1.605882353,0,0,0,0.125,0,0,0.0625,0,0,0,4.785191195,4.206644197,15.76692,28.42874242,0,15.76692,28.42874242,37.25394668,0,0,0.404508497,0,1.212678125,0,0,-1.618033989,0,0,0,0,0,0,0.732050808,-0.874032049,0,0,0,0,0,0,0,2.294962899,0,0,0.999974605,0.932423396,0.781916526,0.945475922,2.027859246,1.590715975,0.060802102,0.454998063,2.524144223,0.283401286,1.022800329,0.034062948,2.943102197,3.716847469,4.987764692,0.990738632,0.864431506,0.961930912,2.569323613,7.847056955,9.248928173,2.963552801,1.785177698,3.053026793,0.003948782,1.739542196,3.20E-06,0,0,0,0,0,0,0,0.023092673,0.261361592,0.185673421,0.151555327,0.000332092,0.022582753,2.26E-08,0,0,0,-1.428797155,0.38073406,1.099618128,-0.308604364,-0.369619458,-0.528984931,0.165308212,0.243279297,-0.322439872,0.406414236,0.242917156,0.138976053,0.220877994,0.231542074,-0.5092026,-0.175064709,0.062753544,0.097079254,-0.084592499,0.077578978,0.035910879,0.030513269,0.102094717,-0.032993593,-0.062848366,-0.042873072,0.17785427,-0.077183564,-0.104598798,0.093345524,-0.143642613,0.532609372,-0.045593975,-0.15954668,0.251155203,0.044750284,0.4184026,-0.591613612,1.93006463,-0.375895488,0.068493423,-0.232809989,0.322990852,0.212746054,0.269129088,1,0.591070187,0.456436672,0.153846154,0.045212192,0.005714397,0.207167075,0.523075685,0.123997228,0.239166353,1,3,0.002173601,0,0.238949519,0.915675309,0.670277778,0.752940241,0.336251306,0.030320456,0.022253924,0.023169119,0.098079366,0.121960612,0.763418151,0.978161094,0.795952283,0.137793645,0.089303605,0,0.220226981,0.092909325,0.062865981,0.019687527,0.019320394,0.021860327,0.005939164,0,0.021860327,0.021261371,0.369097385,0.133372451,0.167544294,0.085603947,0.560302726,0,0,0.820578785,1,0.666666667,0,1,0,0,0,0
20,"(3Z)-penta-1,3-diene",C\\C=C/C=C,97.18,323.01,68.13,5.240769231,2,0.083333333,2,0,4,32,0.693468346,1.23919892,1,3.480519481,0.433333333,0.2,0.066666667,0,0.25,0.463611111,0.927222222,2.2,-0.121619384,0.055901699,9,0,0,0.353553391,0.353553391,0.253828561,0.164266427,0.136082763,1.521928095,0.970950594,5,1,2.340376531,2.28778372,3.026986833,29.74118836,0.551890128,0.80425594,1.658203567,0.546410162,0.154700538,0.996285961,0.341421356,1,2.924418198,1.406143062,4.4762416,4.885409273,2.316876108,4.307692308,3.692307692,1.278106509,-0.117857143,-0.1875,0.625,0,0,-0.25122549,-0.012254902,0.955882353,1.605882353,0,0,0,0.125,0,0,0.0625,0,0,0,4.785191195,4.206644197,15.76692,28.42874242,0,15.76692,28.42874242,37.25394668,0,0,0.404508497,0,1.212678125,0,0,-1.618033989,0,0,0,0,0,0,0.732050808,-0.874032049,0,0,0,0,0,0,0,2.294962899,0,0,0.999953763,0.920894703,0.549556324,0.716675374,1.752536733,3.116015033,0.092035533,0.454618519,2.825295459,0.270479732,0.985713241,0.092927801,2.940127777,3.623266577,4.093684159,0.87148653,0.727102047,0.961918477,2.569300247,7.201840663,7.705279247,2.977459345,3.060703782,3.968771763,0.902188169,0.178881714,0,0,0,0,0,0,0,0,0.05490785,0.374161075,0.362136985,0.180327261,0.006412728,0.001265196,0,0,0,0,-1.714957262,0.740730578,1.28362683,-0.2171448,-0.464897356,-0.4257228,0.368683008,0.21348266,-0.2944582,0.439341569,0.213730439,0.072883574,0.227639609,0.143648144,-0.406899257,-0.178966325,0.058021388,0.14518923,-0.113466579,0.092698962,0.034002981,0.026226657,0.107089669,-0.052894531,-0.065609953,-0.087415695,0.197141792,-0.119453162,-0.071928881,0.090573289,-0.117779779,0.606274213,-0.094282224,-0.199710887,0.267298624,0.025993307,0.141549008,-0.464629733,2.058960266,-0.474366513,0.168144366,-0.4885717,0.206199031,0.212746054,0.212746054,1,0.557362537,0.533425998,0.153846154,0.120273789,0.005714397,0.303207591,0.492598847,0.138147269,0.25956747,1,3,0.157094934,0,0.25575544,0.944581055,0.762928787,0.549234925,0.403284278,0.03715767,0.038412333,0.021879041,0.121755328,0.165537048,0.945331843,1.146325506,0.778867505,0.14109794,0.1244282,0,0.282112294,0.148692552,0.055593418,0.035527709,0.027220091,0.02621845,0.006515049,0,0.02621845,0.026872454,0.354948999,0.157310701,0.211760865,0.093904444,0.52505968,0,0,0.820578785,1,0.666666667,0,1,0,0,0,0
